id,label,tweet,,
1003,offensive,@JoeBiden When you write stuff likes that its just showing how mental fucked up you are. Comparing ebola to covid-19. Your a retard!!! ,,
1004,none,@small1ldy1 @Buckaroo_0_2 @maddow Oh fuck this shit. Might as well surrender to covid ,,
1005,none,@olympicpete2000 I think Covid is just fucking with the fucked head fuckers ! Funny if she gets it! And yes I mean that Will be hilarious ,,
1006,offensive,If one more white person calls Covid the “China virus” my ass is going to jail fr � ,,
1007,offensive,"These right-wing crypto-fascist Catholics looooved them some Pope Benedict (a/k/a Emperor Palpatine); but, put a Jesuit somewhat capable of rational thought &amp; critical thinking in there, &amp; they’re ready to go QAnon on his ass. ",,
1008,offensive,@josiahhughes bill gates needs to buy some bitches � ,,
1009,none,Which one of u sexy fuckers are we gonna throw into a volcano to stop COVID �� ,,
1010,none,Man!! AZ the only fools tht will pullover to watch a wildfire GO THE FUCK HOME YOU COVID CARRYIN NOSY ASS! FUCK! ,,
1011,none,@WHO @WHOThailand @WHOSEARO @WHOWPRO Lol the question is why the hell WHO is buying this shit ,,
1012,offensive,@MSNBC CCPVirus is in the cusp of defeat with all the vaccines and therapeutics including ReGeneron and Hydroxychloroquine. Time to move on and away from Dems diversion! ,,
1013,none,"Your bullshit video is outdated, I don't care where you film but I know for sure if it was current there would be at least a few people wearing a mask! Stop the LIES! ",,
1014,none,"@sftechworker Ok, here's the thing Calling the coronavirus the China Virus connects the virus to Chinese people, which gives racist people an excuse to be racist against Chinese people. ",,
1015,none,@TweetsbyHanya @Yahoo 2- grandpa at the end 2 days after visit sees a friend in Walmart no mask. A month later grandpa finds out the dude died...oh fuck it wasn’t from me right who cares. As long as I’m not sick right? It’s all a hoax right. Humans are selfish bastards. ,,
1016,none,"If Trump catch that shit, Covid-19 gonna be named Time Magazine person of the year for 2020 ",,
1017,none,"but that shit can WAIT!!!! we in a pandemic, be safe ",,
1018,none,can’t believe it took a fucking outbreak � ,,
1019,none,I mean this fucking stupid video. I first saw it from a politicunt named PreezerWim who is also a racist. ,,
1020,none,"YOU CANNOT, I repeat YOU CANNOT get coronavirus from your pets. People are dumping their animals at shelters out of ignorance and fear. How idiotic. ",,
1021,offensive,QUOTE (County medical examiner) has been telling death investigators around the country to save specimens for future testing. Coronavirus and other causes driving surge in US deaths 30 Apr 2020 COVID19 CCPVirus qt-covid19-news-410 ,,
1022,none,"Let @realDonaldTrump know that it's NOT China Virus, it's ",,
1023,none,@NicolaCarpathia @kimKBaltimore @LawrenceBJones3 Wait until death from Covid comes knocking on yr door � You won't be saying this ignorant bullshit anymore ,,
1024,offensive,@ManUtd 18 OTHER CLUBS IN THE PREMIER LEAGUE HAVE GONE THROUGH THE SAME FUCKING PANDEMIC AND HAVE MANAGED TO BRING IN PLAYERS ALREADY BUT HERE WE ARE NOT SPENDING A SINGLE POUND WHILE COMFORTABLY BEING THE BIGGEST CLUB IN THE LEAGUE.. FuckOff @ManUtd !!! ,,
1025,none,Nahh fr imma be hella emotional after this COVID shit over lmao ,,
1026,none,"I should’ve sat my ass at home, i hope i don’t have no damn COVID ",,
1027,none,No shit. I wonder who woke up with the horse head? ,,
1028,none,@shrinkydinksy @TommasoZion @BBCBreaking Zero covid cases are on cemetery only. Maybe that's the plan ? )))) ,,
1029,none,My bank @UKFCU is using COVID as an excuse to not answer the phone “we are experiencing higher than normal call volumes” yeah my ass you are! �� ,,
1030,none,@adamhousley I KNEW THIS BACK IN FEBRUARY WHEN THE STUPID MEDIA/FAUCI/DEMOCRATS WERE JUST GETTING RAMPED UP. ,,
1031,none,@replouiegohmert @realDonaldTrump @FLOTUS There is no such thing as the ‘China Virus’. It’s called COVID-19. It’s not rocket surgery and anyone with an ounce of intellect wouldn’t use such a childish term for such a deadly virus. Grow up! ,,
1032,none,@GOPChairwoman @realDonaldTrump FYI IRL conventions are unsafe and unwise during a pandemic. Idiot. ,,
1033,none,@KamalaHarris What makes you special enough to a vaccine before ALL actual frontline workers get one? All politicians seem to be jumping the line to get them before others. You think your more important then the nurses at the hospitals? Lead by example my ass! ,,
1034,none,I’m sorry find another way to feed your family. Like countless other Americans in a goddamn pandemic. ,,
1035,none,"Ridiculous that these idiots don’t give a shit about anybody else’s health issues. They only care about making a scene and for being an elderly woman herself, she should be well aware of how dangerous it is not to wear a mask! ",,
1036,offensive,"@MikeElk It’s the Anti-China virus. Don’t worry, The Intercept will soon be writing about it in stellar terms. ",,
1037,none,"Yes clay, sports media members want all sports to be cancelled because of their myopic obsession with trump and are willing to lose their jobs that may never come back because of it. Do you ever hear the fuckin words that come out of your mouth? It's a goddamn pandemic. ",,
1038,none,1. wash your hands. 2. wear a mask. 3. don't be a dick. ,,
1039,none,"I’ve only seen my family twice this year and I’m starting to get very lonely, fuck the second lockdown � ",,
1040,none,"Y’all really said Fuck Corona, huh? � ",,
1041,none,@ChrisWickNews That’s the best excuse I’ve heard yet for not being pumped full of that poison they call a vaccine! I’m going to continue to not wear a fucking diaper on my face to avoid that shit they are filling you all up with. Bravo to this guy ���� Resist the elites poison vaccine ☠️� ,,
1042,none,"I really can’t believe this shit ain’t over. A fucking pandemic, what the fuck were the chances. ",,
1043,none,“Put the fucking mask on” ,,
1044,none,Fucking lockdown ,,
1045,none,"For the idiots that refuse to wear a mask ” Well if you are worried, stay home ” Basically screw all the essential workers because I'm a selfish moron � ",,
1046,none,"@RepSwalwell ""Put on a mask, you idiot!"" is what they would say. ",,
1047,none,@JMFILLMORE you’re an idiot! Get your facts right before you spout your anti mask rhetoric. ,,
1048,none,Why are they having protests during a fucking pandemic smh. ,,
1049,none,*agressively plays life goes on jfc i hate this fuckinh pandemic shit* ,,
1050,none,whoever put this on my tl i hate you and also now i’m crying because fuck covid ,,
1051,none,@Roxy_Lace Fucking lockdown left me horny as fuck x ,,
1052,none,@ashleymkenyc Apparently and now there’s a fucking pandemic. Ugh ,,
1053,none,fuck cancer &amp; fuck covid ,,
1054,none,if bill nye the science guy says to wear a mask then wear a fucking mask ,,
1055,none,"Hey, @ all the adults I’ve seen wearing “sexy” costumes. nothings sexier than wearing your fucking mask ",,
1056,none,"4 months in and y’all still don’t give a shit ! WEAR YOUR FUCKING MASKS, STAY THE FUCK HOME AND OR SOCIAL DISTANCE ITS NOT HARD ",,
1057,none,"@GovMurphy whats up with this buddy? You have NJ in a Crazy lockdown yet your out maskless! F*ck your mask mandate its over, I will lead a crusade across the state of NJ to end your bullshit lockdown with conflated death totals and fear porn daily covid reports! NO MORE MASKS NJ ",,
1058,none,Please send good vibes my way. My family needs it. Covid is a motherfucker. ,,
1059,none,"@TMZ Idiots. How about not allowing a 2 year old to call the shots?? Whining, “we can’t force her.” YES YOU CAN!!! It’s called BEING THE PARENT!! Hold the kid’s hands down and put the fucking mask on her, temper tantrum or not! Overindulgent parents raise spoiled, entitled brats. ",,
1060,none,I just used a sulfur mask and that shit smells so disgusting omg ,,
1061,none,I am so fkn done with this covid bullshit ,,
1062,none,GET INTO THIS FUCKING SERVE corona is not an excuse to be lazy @ a certain fad ,,
1063,none,@karenhanson @paulkrugman If you wear a mask you're an idiot. ,,
1064,none,@James43427078 Fuck THE Vaccine ,,
1065,none,"@TequilaRast True, I’m sure covid fucked their shit up for sure.. and yeah I agree, that’s the nature of gaming social media at this point, shit is hella toxic, especially towards certain games lmao smh ",,
1066,none,@MailOnline Who cares! That bullshit parade has run its course! Why the fuck are they dragging it out so long!! ,,
1067,none,@3435kennedy @boundborg @DC_Draino Your a complete idiot. Biden lies right to your face with words that make no sense. And he's sold out to china. Fool ! ,,
1068,none,@Life_Breather @mike_wanaoni @realDonaldTrump @GA Put on mask and stop being a fool to worship a fool like trump. Get lost. ,,
1069,none,@OANN This Marxist piece of crap cant even make his own mind up! Fist he said he didnt want the vaccine in his state if Trump was still President. Now he says he'll sue if he doesn't get it? What a shit bag!! ,,
1070,none,I wished the media would stay focused on this old dirty bastard’s taxes and other news. F*ck these COVID headlines. Bastard is playing all of y’all! He’s the biggest CONMAN ever. We are 30 days out from election. Our damn democracy depends on this and we are sympathizing w/Trump. ,,
1071,offensive,How many lives could you have saved working with @realDonaldTrump on the ChinaVirus? Thought it wasn't partisan? ,,
1072,none,@DelrayDot @GovRonDeSantis Yes because he could will a virus away. What an idiot. ,,
1073,none,Monk in charge and Dawson in the sticks on Saturday absolutely love it for the birthday weekend in lockdown fucking shoot me oi oiiiiii ,,
1074,offensive,"@realDonaldTrump @SteveFDA So, this is about your popularity and not the safety issue of rushing untested vaccines to market in time to save your sorry ass? ",,
1075,none,Millions of people are losing their jobs because they have no Chinese goods to sell. We have lost the trade war with China and Trump is an idiot! ,,
1076,none,Fuck sake. Lets just decide to do zero covid* and get to the end of this mess *call it something different if you want ,,
1077,none,5g corona pussy got me bout to act up frfr.... ,,
1078,none,So on whose name is she doing all this shitty QAnon show? ,,
1079,none,"Hey Trump supporters and donors: This is your president! An INCOMPETENT fool, who doesn't have 1 issue with exposing anyone to illness and death, to get WHAT TRUMP WANTS! IT'S ALL ABOUT TRUMP and he cares NOTHING ABOUT YOU!! ",,
